number,iteration,fitness_function,use_constraint,constraint_handling_method,constraint,particle_speed_limit,population_size,personal_confidence,swarm_confidence,particle_inertia,constraint_r,fitness,optimum,iterations,optimum_reached,iterations_to_opt
120001,6,Schwefel function,false,,,2,80,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,99
120002,6,Schwefel function,false,,,10,80,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,28
120003,6,Schwefel function,false,,,19,80,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,17
10001,7,Shubert function,false,,,2,5,0.8,1.6,0.3,-0.15,0.7472681705765748,1.0,500,false,75
10002,7,Shubert function,false,,,10,5,0.8,1.6,0.3,-0.15,0.7472681705765748,1.0,500,false,15
10003,7,Shubert function,false,,,19,5,0.8,1.6,0.3,-0.15,0.7324221397006406,1.0,500,false,18
20001,7,Booth's function,false,,,2,5,0.8,1.6,0.3,-0.15,0.9993805867338765,1.0,500,false,94
20002,7,Booth's function,false,,,10,5,0.8,1.6,0.3,-0.15,0.9799972233198415,1.0,500,false,26
20003,7,Booth's function,false,,,19,5,0.8,1.6,0.3,-0.15,0.9981951578969852,1.0,500,false,19
30001,7,Schwefel function,false,,,2,5,0.8,1.6,0.3,-0.15,0.9978440992905777,1.0,500,false,200
30002,7,Schwefel function,false,,,10,5,0.8,1.6,0.3,-0.15,0.9669008357497388,1.0,500,false,53
30003,7,Schwefel function,false,,,19,5,0.8,1.6,0.3,-0.15,0.6870570055016666,1.0,500,false,28
40001,7,Shubert function,false,,,2,10,0.8,1.6,0.3,-0.15,0.7454303908058972,1.0,500,false,0
40002,7,Shubert function,false,,,10,10,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,14
40003,7,Shubert function,false,,,19,10,0.8,1.6,0.3,-0.15,0.7454303908058972,1.0,500,false,4
50001,7,Booth's function,false,,,2,10,0.8,1.6,0.3,-0.15,0.9944466396830313,1.0,500,false,43
50002,7,Booth's function,false,,,10,10,0.8,1.6,0.3,-0.15,0.9961553659344062,1.0,500,false,24
50003,7,Booth's function,false,,,19,10,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,20
60001,7,Schwefel function,false,,,2,10,0.8,1.6,0.3,-0.15,0.9935496787424325,1.0,500,false,484
60002,7,Schwefel function,false,,,10,10,0.8,1.6,0.3,-0.15,0.9971267504792664,1.0,500,false,97
60003,7,Schwefel function,false,,,19,10,0.8,1.6,0.3,-0.15,0.9956939848684259,1.0,500,false,187
70001,7,Shubert function,false,,,2,35,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,22
70002,7,Shubert function,false,,,10,35,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,8
70003,7,Shubert function,false,,,19,35,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,6
80001,7,Booth's function,false,,,2,35,0.8,1.6,0.3,-0.15,0.9999893204609289,1.0,500,false,38
80002,7,Booth's function,false,,,10,35,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,8
80003,7,Booth's function,false,,,19,35,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,6
90001,7,Schwefel function,false,,,2,35,0.8,1.6,0.3,-0.15,0.9992807248605017,1.0,500,false,290
90002,7,Schwefel function,false,,,10,35,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,62
90003,7,Schwefel function,false,,,19,35,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,28
100001,7,Shubert function,false,,,2,80,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,30
100002,7,Shubert function,false,,,10,80,0.8,1.6,0.3,-0.15,0.7472681705765748,1.0,500,false,5
100003,7,Shubert function,false,,,19,80,0.8,1.6,0.3,-0.15,0.7472681705765748,1.0,500,false,5
110001,7,Booth's function,false,,,2,80,0.8,1.6,0.3,-0.15,0.9999572818437156,1.0,500,false,30
110002,7,Booth's function,false,,,10,80,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,8
110003,7,Booth's function,false,,,19,80,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,7
120001,7,Schwefel function,false,,,2,80,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,135
120002,7,Schwefel function,false,,,10,80,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,30
120003,7,Schwefel function,false,,,19,80,0.8,1.6,0.3,-0.15,1.0,1.0,500,true,13
10001,8,Shubert function,false,,,2,5,0.8,1.6,0.3,-0.15,0.6247055031191612,1.0,500,false,88
10002,8,Shubert function,false,,,10,5,0.8,1.6,0.3,-0.15,0.7472681705765748,1.0,500,false,13
10003,8,Shubert function,false,,,19,5,0.8,1.6,0.3,-0.15,0.7363777116414838,1.0,500,false,11
